,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
158,,,4000,4000,4000.0, 36 months,16.91,142.44,C,C5,Vacation Advisor,5 years,RENT,54000.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,347xx,FL,9.64,0.0,Nov-2004,1.0,39.0,,19.0,0.0,17091,55.3,30.0,w,3826.64,3826.64,279.24,279.24,173.36,105.88,0.0,0.0,0.0,Feb-2019,142.44,Mar-2019,Feb-2019,0.0,39.0,1,Individual,,,,0.0,0.0,241316.0,2.0,0.0,0.0,0.0,112.0,0.0,,7.0,7.0,2259.0,55.0,30900.0,5.0,2.0,2.0,9.0,15082.0,4380.0,63.5,0.0,0.0,112.0,169.0,0.0,0.0,2.0,8.0,69.0,0.0,69.0,5.0,6.0,10.0,8.0,14.0,1.0,17.0,26.0,10.0,19.0,0.0,0.0,0.0,9.0,88.9,16.7,0.0,0.0,256733.0,17091.0,12000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
159,,,32000,32000,32000.0, 60 months,12.98,727.78,B,B5,Manager,4 years,MORTGAGE,70000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,339xx,FL,20.17,0.0,Aug-2001,1.0,25.0,,15.0,0.0,4287,26.6,36.0,w,31232.58,31232.58,1420.95,1420.95,767.42,653.53,0.0,0.0,0.0,Feb-2019,727.78,Mar-2019,Feb-2019,0.0,29.0,1,Joint App,113000.0,26.29,Verified,0.0,0.0,285531.0,1.0,2.0,0.0,1.0,15.0,40566.0,75.0,1.0,1.0,2447.0,49.0,16100.0,2.0,1.0,1.0,3.0,20395.0,5002.0,39.7,0.0,0.0,208.0,166.0,5.0,5.0,5.0,5.0,29.0,5.0,29.0,1.0,2.0,3.0,3.0,8.0,9.0,11.0,22.0,3.0,15.0,0.0,0.0,0.0,2.0,94.4,33.3,0.0,0.0,315498.0,44853.0,8300.0,49168.0,30608.0,Nov-2006,0.0,2.0,18.0,57.8,5.0,19.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
160,,,15000,15000,15000.0, 60 months,14.47,352.69,C,C2,Operation s director,10+ years,MORTGAGE,120000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,295xx,SC,13.58,0.0,Sep-2003,0.0,,,8.0,0.0,12435,69.5,19.0,w,14654.3,14654.3,687.29,687.29,345.7,341.59,0.0,0.0,0.0,Feb-2019,352.69,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,354911.0,2.0,3.0,2.0,2.0,1.0,53275.0,79.0,0.0,0.0,7539.0,75.0,17900.0,0.0,0.0,0.0,2.0,44364.0,978.0,91.0,0.0,0.0,183.0,180.0,57.0,1.0,4.0,81.0,,,,0.0,2.0,3.0,2.0,3.0,11.0,3.0,4.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,391104.0,65710.0,10900.0,59454.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
161,,,18000,18000,18000.0, 60 months,14.47,423.23,C,C2,Machinst/Programer,7 years,MORTGAGE,60000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,841xx,UT,18.12,0.0,Dec-2006,0.0,,67.0,11.0,1.0,3904,33.1,16.0,w,17585.15,17585.15,745.18,745.18,414.85,330.33,0.0,0.0,0.0,Feb-2019,423.23,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,252490.0,0.0,3.0,1.0,3.0,8.0,19897.0,72.0,0.0,4.0,1366.0,60.0,11800.0,1.0,5.0,1.0,9.0,22954.0,3847.0,45.0,0.0,0.0,144.0,38.0,17.0,8.0,2.0,23.0,,11.0,,0.0,3.0,5.0,3.0,3.0,7.0,6.0,7.0,5.0,11.0,0.0,0.0,0.0,3.0,100.0,33.3,1.0,0.0,270534.0,23801.0,7000.0,27810.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
162,,,13000,13000,13000.0, 36 months,17.97,469.79,D,D1,Help Tech Supervisor,10+ years,MORTGAGE,92360.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,300xx,GA,27.44,0.0,Sep-2006,1.0,68.0,,18.0,0.0,32020,49.6,30.0,w,12445.65,12445.65,920.11,920.11,554.35,365.76,0.0,0.0,0.0,Feb-2019,469.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,131919.0,1.0,2.0,1.0,3.0,4.0,17310.0,60.0,0.0,2.0,6116.0,53.0,64600.0,1.0,4.0,1.0,5.0,7760.0,7140.0,70.7,0.0,0.0,120.0,147.0,16.0,4.0,2.0,18.0,,4.0,70.0,0.0,5.0,12.0,6.0,7.0,6.0,15.0,22.0,12.0,18.0,0.0,0.0,0.0,1.0,90.0,66.7,0.0,0.0,190803.0,49330.0,24400.0,28861.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
163,,,10000,10000,10000.0, 36 months,16.14,352.27,C,C4,Operations Coordinator ,1 year,MORTGAGE,63000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,601xx,IL,18.65,2.0,Mar-2007,0.0,13.0,,8.0,0.0,6315,97.2,18.0,w,9782.23,9782.23,406.07,406.07,217.77,188.3,0.0,0.0,0.0,Feb-2019,419.52,Mar-2019,Feb-2019,0.0,13.0,1,Individual,,,,0.0,0.0,39797.0,0.0,7.0,1.0,2.0,11.0,33482.0,81.0,0.0,0.0,6315.0,83.0,6500.0,7.0,0.0,9.0,2.0,4975.0,185.0,97.2,0.0,0.0,107.0,141.0,38.0,11.0,0.0,141.0,13.0,8.0,13.0,2.0,1.0,1.0,1.0,4.0,12.0,1.0,6.0,1.0,8.0,0.0,0.0,2.0,1.0,88.2,100.0,0.0,0.0,47794.0,39797.0,6500.0,41294.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
164,,,3600,3600,3600.0, 36 months,11.8,119.23,B,B4,Analyst,5 years,MORTGAGE,50000.0,Source Verified,Dec-2018,Current,n,,,other,Other,427xx,KY,16.11,0.0,Jan-2002,2.0,,,10.0,0.0,5865,17.4,17.0,w,3516.17,3516.17,133.39,133.39,83.83,49.56,0.0,0.0,0.0,Feb-2019,136.93,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,243415.0,3.0,3.0,1.0,2.0,3.0,68184.0,95.0,1.0,3.0,0.0,53.0,33700.0,2.0,1.0,10.0,6.0,24342.0,17300.0,0.0,0.0,0.0,203.0,198.0,4.0,3.0,1.0,18.0,,3.0,,1.0,0.0,1.0,4.0,6.0,6.0,6.0,10.0,1.0,10.0,0.0,0.0,0.0,3.0,93.8,0.0,0.0,0.0,272629.0,74049.0,17300.0,68929.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
165,,,22000,22000,22000.0, 60 months,11.8,487.16,B,B4,Corporate Communications Strategist,10+ years,MORTGAGE,155000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,462xx,IN,28.56,0.0,Sep-1984,0.0,,,15.0,0.0,23390,44.7,33.0,w,21455.68,21455.68,952.69,952.69,544.32,408.37,0.0,0.0,0.0,Feb-2019,487.16,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,420664.0,1.0,5.0,1.0,1.0,5.0,145487.0,33.0,0.0,2.0,12917.0,39.0,52300.0,0.0,3.0,0.0,3.0,28044.0,1883.0,87.3,0.0,0.0,125.0,411.0,16.0,5.0,3.0,158.0,,16.0,,0.0,1.0,4.0,3.0,8.0,10.0,8.0,20.0,4.0,15.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,540220.0,168877.0,14800.0,172175.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
166,,,10450,10450,10450.0, 36 months,18.94,382.74,D,D2,Project Manager,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,371xx,TN,27.38,0.0,Jul-2007,0.0,,,11.0,0.0,34628,87.0,24.0,w,10232.19,10232.19,377.25,377.25,217.81,159.44,0.0,0.0,0.0,Feb-2019,393.74,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,410636.0,0.0,1.0,0.0,0.0,26.0,6660.0,38.0,0.0,2.0,4447.0,72.0,39800.0,0.0,8.0,1.0,3.0,37331.0,0.0,102.0,0.0,0.0,137.0,122.0,16.0,7.0,1.0,21.0,,9.0,,0.0,3.0,9.0,3.0,5.0,7.0,9.0,15.0,9.0,11.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,429450.0,41288.0,11800.0,17500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
167,,,10000,10000,10000.0, 36 months,11.8,331.19,B,B4,Service tech.,9 years,RENT,100000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,945xx,CA,23.3,0.0,Jul-2010,0.0,,,21.0,0.0,26049,51.4,24.0,w,9532.0,9532.0,652.55,652.55,468.0,184.55,0.0,0.0,0.0,Feb-2019,331.19,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,64962.0,0.0,2.0,1.0,2.0,10.0,38913.0,52.0,1.0,3.0,4758.0,52.0,50700.0,1.0,0.0,1.0,5.0,3093.0,19764.0,53.2,0.0,0.0,101.0,98.0,12.0,10.0,0.0,12.0,,10.0,,0.0,11.0,18.0,12.0,12.0,3.0,19.0,21.0,18.0,21.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,100961.0,64962.0,42200.0,50261.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
168,,,10000,10000,10000.0, 36 months,18.94,366.26,D,D2,Especialist 1,7 years,MORTGAGE,37115.0,Not Verified,Dec-2018,Current,n,,,other,Other,891xx,NV,33.57,0.0,Jan-2002,0.0,38.0,,9.0,0.0,5837,53.1,15.0,w,9579.86,9579.86,716.74,716.74,420.14,296.6,0.0,0.0,0.0,Feb-2019,366.26,Mar-2019,Feb-2019,0.0,38.0,1,Joint App,91115.0,18.61,Not Verified,0.0,0.0,240589.0,3.0,2.0,1.0,2.0,8.0,34508.0,88.0,2.0,3.0,1659.0,64.0,11000.0,2.0,0.0,5.0,6.0,26732.0,2669.0,52.3,0.0,0.0,158.0,203.0,4.0,4.0,1.0,5.0,38.0,7.0,38.0,1.0,2.0,5.0,3.0,6.0,4.0,6.0,10.0,5.0,9.0,0.0,0.0,0.0,4.0,93.3,33.3,0.0,0.0,253346.0,40345.0,5600.0,41060.0,19051.0,Jan-2016,1.0,1.0,9.0,76.4,2.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
169,,,5000,5000,5000.0, 36 months,11.31,164.43,B,B3,Shipping,2 years,RENT,40000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,284xx,NC,9.66,0.0,Oct-2007,0.0,,,8.0,0.0,1070,17.5,27.0,w,4882.69,4882.69,161.3,161.3,117.31,43.99,0.0,0.0,0.0,Feb-2019,166.01,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,550.0,144979.0,1.0,2.0,0.0,1.0,13.0,143909.0,78.0,1.0,3.0,170.0,44.0,6100.0,1.0,0.0,1.0,4.0,18122.0,3283.0,8.8,0.0,0.0,134.0,86.0,6.0,6.0,0.0,6.0,,9.0,,0.0,2.0,5.0,3.0,3.0,19.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,125853.0,144979.0,3600.0,119753.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
170,,,20000,20000,20000.0, 36 months,7.56,622.68,A,A3,Teacher,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2018,Fully Paid,n,,,credit_card,Credit card refinancing,982xx,WA,18.92,0.0,Feb-1999,0.0,48.0,,9.0,0.0,25416,29.9,19.0,w,0.0,0.0,20215.79243,20215.79,20000.0,215.79,0.0,0.0,0.0,Feb-2019,20228.39,,Feb-2019,0.0,,1,Joint App,190000.0,11.75,Not Verified,0.0,0.0,515779.0,1.0,2.0,0.0,1.0,13.0,46153.0,71.0,1.0,2.0,9759.0,39.0,85100.0,2.0,2.0,0.0,5.0,57309.0,59684.0,29.9,0.0,0.0,171.0,238.0,1.0,1.0,5.0,1.0,,13.0,48.0,0.0,5.0,5.0,5.0,6.0,5.0,5.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0,94.7,20.0,0.0,0.0,622183.0,71569.0,85100.0,74833.0,43287.0,Aug-1998,0.0,3.0,10.0,29.7,2.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
171,,,17100,17100,17100.0, 36 months,18.94,626.3,D,D2,Receptionist ,10+ years,RENT,38000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,150xx,PA,38.09,0.0,Mar-1998,1.0,47.0,,14.0,0.0,15323,53.0,21.0,w,16381.56,16381.56,1225.61,1225.61,718.44,507.17,0.0,0.0,0.0,Feb-2019,626.3,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,43351.0,1.0,2.0,1.0,1.0,10.0,28028.0,67.0,1.0,5.0,7533.0,53.0,29170.0,0.0,0.0,2.0,6.0,3096.0,4150.0,77.0,0.0,0.0,125.0,230.0,5.0,5.0,2.0,5.0,,5.0,,0.0,4.0,12.0,5.0,5.0,5.0,12.0,14.0,9.0,14.0,,0.0,0.0,2.0,95.0,75.0,0.0,0.0,70954.0,43351.0,16600.0,41784.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
172,,,10475,10475,10475.0, 36 months,11.31,344.48,B,B3,Teacher,6 years,RENT,66150.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,786xx,TX,7.4,0.0,Jun-1991,0.0,28.0,,10.0,0.0,10499,40.2,17.0,w,9981.18,9981.18,679.09,679.09,493.82,185.27,0.0,0.0,0.0,Feb-2019,344.48,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,10499.0,1.0,0.0,0.0,0.0,84.0,0.0,,3.0,5.0,3841.0,40.0,26100.0,2.0,1.0,5.0,5.0,1312.0,14847.0,36.8,0.0,0.0,88.0,330.0,3.0,3.0,2.0,7.0,,1.0,28.0,0.0,5.0,8.0,7.0,8.0,2.0,10.0,13.0,8.0,10.0,0.0,0.0,0.0,3.0,88.2,60.0,0.0,0.0,26100.0,10499.0,23500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
173,,,10000,10000,10000.0, 60 months,23.4,284.21,E,E1,,< 1 year,RENT,55000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,13.51,0.0,Apr-2007,0.0,44.0,88.0,9.0,1.0,11859,53.9,11.0,w,9819.84,9819.84,548.92,548.92,180.16,368.76,0.0,0.0,0.0,Feb-2019,284.21,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,21235.0,0.0,1.0,0.0,1.0,20.0,9376.0,76.0,0.0,3.0,3122.0,62.0,22000.0,1.0,0.0,0.0,4.0,2359.0,1119.0,89.3,0.0,0.0,140.0,140.0,13.0,13.0,0.0,13.0,,15.0,44.0,0.0,4.0,7.0,4.0,5.0,2.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,90.9,100.0,1.0,0.0,34386.0,21235.0,10500.0,12386.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
174,,,7500,7500,7500.0, 36 months,11.31,246.65,B,B3,Supervisor,7 years,MORTGAGE,40500.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,604xx,IL,31.61,0.0,Sep-1996,1.0,,,23.0,0.0,14218,16.3,33.0,w,7324.04,7324.04,239.58,239.58,175.96,63.62,0.0,0.0,0.0,Feb-2019,246.65,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,123779.0,3.0,2.0,1.0,1.0,12.0,8096.0,29.0,3.0,6.0,2972.0,19.0,87000.0,0.0,0.0,2.0,7.0,5626.0,21078.0,23.9,0.0,0.0,59.0,267.0,1.0,1.0,1.0,6.0,,6.0,,0.0,4.0,6.0,7.0,10.0,2.0,20.0,30.0,6.0,23.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,221569.0,22314.0,27700.0,28409.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
175,,,4000,4000,4000.0, 36 months,10.72,130.43,B,B2,Extrusion assistant ,10+ years,MORTGAGE,56000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,301xx,GA,31.03,0.0,Sep-2006,0.0,,,7.0,0.0,4518,28.6,11.0,w,3809.75,3809.75,247.77,247.77,190.25,57.52,0.0,0.0,0.0,Feb-2019,130.43,Mar-2019,Feb-2019,1.0,,1,Individual,,,,0.0,136.0,192983.0,0.0,2.0,0.0,2.0,14.0,66857.0,,0.0,3.0,1608.0,29.0,15800.0,3.0,0.0,0.0,5.0,27569.0,7835.0,36.3,0.0,0.0,147.0,29.0,22.0,14.0,1.0,22.0,,17.0,,0.0,3.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,221310.0,71375.0,12300.0,77865.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
176,,,15400,15400,15400.0, 60 months,14.47,362.1,C,C2,DISTRICT SALES MANAGER,3 years,MORTGAGE,110000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,451xx,OH,36.55,2.0,Sep-1991,0.0,10.0,,14.0,0.0,7336,22.2,26.0,w,15045.07,15045.07,705.63,705.63,354.93,350.7,0.0,0.0,0.0,Feb-2019,362.1,Mar-2019,Feb-2019,0.0,40.0,1,Individual,,,,0.0,945.0,538309.0,1.0,5.0,0.0,3.0,13.0,135336.0,69.0,0.0,1.0,2539.0,55.0,33000.0,7.0,1.0,6.0,5.0,38451.0,15829.0,20.9,0.0,0.0,149.0,225.0,20.0,4.0,6.0,57.0,,2.0,40.0,1.0,2.0,3.0,3.0,5.0,10.0,5.0,9.0,3.0,14.0,0.0,0.0,0.0,1.0,80.8,33.3,0.0,0.0,654296.0,144449.0,20000.0,177320.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
177,,,35000,35000,35000.0, 36 months,14.47,1204.23,C,C2,Staff Physician,8 years,MORTGAGE,360000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,336xx,FL,19.9,0.0,Apr-1995,1.0,,,24.0,0.0,57259,43.2,51.0,w,33426.19,33426.19,2283.74,2283.74,1573.81,709.93,0.0,0.0,0.0,Feb-2019,1121.71,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,828060.0,0.0,6.0,1.0,2.0,9.0,112027.0,29.0,4.0,8.0,19118.0,36.0,132400.0,3.0,2.0,5.0,11.0,34503.0,67341.0,46.0,0.0,0.0,173.0,284.0,8.0,8.0,3.0,8.0,,0.0,,0.0,11.0,11.0,13.0,20.0,23.0,16.0,24.0,11.0,24.0,0.0,0.0,0.0,5.0,100.0,30.8,0.0,0.0,1222051.0,169286.0,124600.0,258401.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
178,,,30000,30000,30000.0, 60 months,27.27,920.91,E,E5,Claims Analyst,1 year,RENT,50000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,857xx,AZ,23.62,0.0,Dec-1997,1.0,,,10.0,0.0,1258,10.7,16.0,w,29516.25,29516.25,1773.64,1773.64,483.75,1289.89,0.0,0.0,0.0,Feb-2019,920.91,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,27364.0,1.0,4.0,1.0,2.0,6.0,26106.0,76.0,0.0,1.0,1258.0,59.0,11800.0,2.0,0.0,1.0,3.0,2736.0,8842.0,12.5,0.0,0.0,84.0,252.0,16.0,6.0,0.0,16.0,,6.0,,0.0,1.0,1.0,4.0,4.0,7.0,6.0,9.0,1.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,46300.0,27364.0,10100.0,34500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
179,,,16800,16800,16800.0, 60 months,17.97,426.34,D,D1,procurement supervisor,10+ years,RENT,75000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,18.53,0.0,Dec-2004,0.0,,29.0,10.0,1.0,783,7.9,39.0,w,16447.86,16447.86,827.52,827.52,352.14,475.38,0.0,0.0,0.0,Feb-2019,426.34,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,39798.0,1.0,6.0,2.0,4.0,1.0,39015.0,66.0,0.0,3.0,416.0,58.0,9900.0,3.0,5.0,4.0,7.0,3980.0,2805.0,17.5,0.0,0.0,140.0,168.0,15.0,1.0,0.0,15.0,,8.0,,0.0,2.0,3.0,2.0,10.0,24.0,4.0,15.0,3.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,69123.0,39798.0,3400.0,59223.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
180,,,25000,25000,25000.0, 60 months,15.02,595.02,C,C3,radiologic technologist,10+ years,MORTGAGE,75000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,992xx,WA,32.93,0.0,Oct-1999,0.0,,,9.0,0.0,43151,66.2,21.0,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,149765.0,0.0,2.0,0.0,0.0,32.0,15715.0,33.0,0.0,1.0,21872.0,52.0,65200.0,0.0,0.0,0.0,1.0,16641.0,15318.0,66.3,0.0,0.0,128.0,230.0,13.0,13.0,1.0,13.0,,,,0.0,3.0,4.0,4.0,6.0,6.0,6.0,14.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,246339.0,58866.0,45500.0,47139.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
181,,,10000,10000,10000.0, 36 months,16.14,352.27,C,C4,Training Manager,10+ years,MORTGAGE,94800.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,325xx,FL,28.59,0.0,Jan-2009,1.0,,,18.0,0.0,49976,65.8,37.0,w,9561.53,9561.53,691.09,691.09,438.47,252.62,0.0,0.0,0.0,Feb-2019,352.27,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,361716.0,1.0,6.0,2.0,4.0,6.0,45778.0,64.0,0.0,1.0,8297.0,65.0,75900.0,1.0,15.0,4.0,6.0,20095.0,12249.0,49.2,0.0,0.0,107.0,119.0,15.0,6.0,4.0,36.0,,0.0,,0.0,2.0,8.0,3.0,7.0,16.0,11.0,17.0,8.0,18.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,415969.0,95754.0,24100.0,71489.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
182,,,20000,20000,20000.0, 60 months,12.98,454.86,B,B5,RN ,1 year,MORTGAGE,70000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,21.38,0.0,Sep-1996,0.0,,,14.0,0.0,16193,15.4,25.0,w,19761.47,19761.47,541.4,541.4,238.53,302.87,0.0,0.0,0.0,Feb-2019,563.03,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,382025.0,2.0,2.0,1.0,2.0,2.0,43546.0,74.0,1.0,4.0,8807.0,36.0,105100.0,0.0,0.0,0.0,6.0,27288.0,72607.0,18.2,0.0,0.0,177.0,267.0,5.0,2.0,3.0,14.0,,19.0,,0.0,4.0,4.0,8.0,11.0,5.0,11.0,17.0,4.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,538295.0,59739.0,88800.0,59195.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
183,,,35000,35000,35000.0, 60 months,15.02,833.02,C,C3,elementary school teacher,10+ years,MORTGAGE,106095.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,017xx,MA,15.38,1.0,Mar-1998,0.0,2.0,,9.0,0.0,19518,83.1,14.0,w,34205.18,34205.18,1622.23,1622.23,794.82,827.41,0.0,0.0,0.0,Feb-2019,833.02,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,460837.0,0.0,3.0,0.0,1.0,18.0,52858.0,61.0,0.0,1.0,11887.0,71.0,23500.0,0.0,1.0,0.0,2.0,51204.0,1484.0,92.9,0.0,0.0,164.0,249.0,16.0,16.0,1.0,16.0,,,36.0,1.0,2.0,3.0,2.0,3.0,6.0,5.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,85.7,100.0,0.0,0.0,499675.0,72376.0,21000.0,72510.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
