,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
141,,,16000,16000,16000.0, 36 months,9.92,515.68,B,B2,Police officer ,10+ years,MORTGAGE,65000.0,Source Verified,May-2018,Current,n,,,debt_consolidation,Debt consolidation,344xx,FL,14.53,0,Nov-2005,0,,,5,0,12954,66.8,8,w,12432.95,12432.95,4675.12,4675.12,3567.05,1108.07,0.0,0.0,0.0,Feb-2019,515.68,Mar-2019,Feb-2019,0,,1,Joint App,76000.0,13.63,Source Verified,0,0.0,119500.0,0.0,1.0,1.0,1.0,10.0,1679.0,80.0,0.0,1.0,4518.0,68.0,19400.0,1.0,1.0,1.0,2.0,23900.0,82.0,98.2,0,0,80.0,129.0,20.0,10.0,2.0,20.0,,10.0,,0.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0,0,141500.0,14633.0,4600.0,2100.0,16287.0,Nov-2005,0.0,2.0,4.0,81.2,1.0,2.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
142,,,16000,16000,16000.0, 36 months,7.96,501.09,A,A5,Rural Mail Carrier,10+ years,MORTGAGE,110000.0,Not Verified,May-2018,Current,n,,,credit_card,Credit card refinancing,465xx,IN,7.3,0,Dec-2007,0,53.0,,18,0,18060,68.2,27,w,12349.6,12349.6,4495.66,4495.66,3650.4,845.26,0.0,0.0,0.0,Feb-2019,501.09,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,150641.0,0.0,4.0,0.0,1.0,21.0,6323.0,74.0,2.0,4.0,4452.0,70.0,26500.0,0.0,4.0,0.0,5.0,8369.0,1090.0,90.1,0,0,124.0,96.0,7.0,7.0,1.0,7.0,,19.0,,0.0,4.0,10.0,4.0,4.0,12.0,13.0,14.0,10.0,18.0,0.0,0.0,0.0,2.0,96.3,100.0,0,0,168080.0,24383.0,11000.0,8580.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
143,,,16000,16000,16000.0, 60 months,12.61,360.87,C,C1,Operation ,4 years,OWN,60000.0,Source Verified,May-2018,Current,n,,,other,Other,907xx,CA,15.32,0,Sep-2014,1,,,12,0,5340,31.0,22,w,14190.63,14190.63,3303.88,3303.88,1809.37,1494.51,0.0,0.0,0.0,Feb-2019,360.87,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,31710.0,1.0,1.0,0.0,3.0,20.0,26370.0,79.0,1.0,2.0,1667.0,65.0,15700.0,0.0,1.0,1.0,5.0,2643.0,7982.0,31.4,0,0,42.0,43.0,1.0,1.0,0.0,1.0,,0.0,,0.0,6.0,7.0,7.0,9.0,9.0,11.0,13.0,7.0,12.0,0.0,0.0,0.0,1.0,100.0,0.0,0,0,49186.0,31710.0,12300.0,33486.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
144,,,12200,12200,12200.0, 36 months,11.98,405.1,B,B5,Teacher,2 years,RENT,55000.0,Not Verified,May-2018,Current,n,,,credit_card,Credit card refinancing,114xx,NY,12.98,0,Nov-2009,0,,,9,0,12219,70.2,17,f,9446.04,9446.04,3791.47,3791.47,2753.96,1037.51,0.0,0.0,0.0,Feb-2019,505.1,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,41031.0,0.0,7.0,0.0,0.0,67.0,28812.0,115.0,0.0,0.0,12219.0,97.0,17400.0,0.0,0.0,0.0,0.0,4559.0,3181.0,79.3,0,0,101.0,86.0,41.0,41.0,0.0,41.0,,18.0,,0.0,1.0,1.0,1.0,1.0,15.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0,42400.0,41031.0,15400.0,25000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
145,,,14000,14000,14000.0, 60 months,10.9,303.7,B,B4,Traders Laborer,5 years,MORTGAGE,35000.0,Not Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,219xx,MD,2.64,0,May-1997,0,69.0,,4,0,2263,59.6,15,w,12160.73,12160.73,3028.52,3028.52,1839.27,1189.25,0.0,0.0,0.0,Feb-2019,303.7,Mar-2019,Feb-2019,0,,1,Joint App,100000.0,10.21,Not Verified,0,0.0,167726.0,1.0,0.0,0.0,0.0,138.0,0.0,,1.0,2.0,1608.0,60.0,3800.0,0.0,1.0,0.0,4.0,41932.0,392.0,80.4,0,0,148.0,251.0,6.0,6.0,4.0,6.0,,16.0,,0.0,1.0,3.0,1.0,5.0,2.0,3.0,9.0,3.0,4.0,0.0,0.0,0.0,1.0,86.7,100.0,0,0,175300.0,2263.0,2000.0,0.0,19859.0,May-1997,0.0,4.0,10.0,51.4,1.0,17.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
146,,,15000,15000,15000.0, 36 months,9.43,480.01,B,B1,In-Store Sales,6 years,OWN,45000.0,Not Verified,Apr-2018,Current,n,,,credit_card,Credit card refinancing,970xx,OR,37.12,0,Mar-1996,0,68.0,,13,0,33812,56.3,17,f,11247.87,11247.87,4784.38,4784.38,3752.13,1032.25,0.0,0.0,0.0,Feb-2019,480.01,Mar-2019,Feb-2019,0,68.0,1,Individual,,,,0,0.0,53764.0,0.0,2.0,1.0,2.0,10.0,19952.0,73.0,0.0,3.0,14082.0,62.0,60100.0,0.0,3.0,1.0,5.0,4480.0,17404.0,64.9,0,0,128.0,265.0,18.0,10.0,2.0,19.0,,10.0,,2.0,6.0,7.0,7.0,8.0,3.0,11.0,12.0,7.0,13.0,0.0,0.0,0.0,1.0,88.2,14.3,0,0,87307.0,53764.0,49600.0,27207.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
147,,,8000,8000,7750.0, 36 months,10.41,259.69,B,B3,Refrigeration Tech,7 years,RENT,90000.0,Source Verified,Apr-2018,Current,n,,,home_improvement,Home improvement,442xx,OH,13.46,0,Aug-2014,1,,100.0,16,1,19526,26.6,17,f,6021.07,5832.91,2587.65,2506.79,1978.93,608.72,0.0,0.0,0.0,Feb-2019,259.69,Mar-2019,Feb-2019,0,,1,Individual,,,,0,56.0,47572.0,4.0,2.0,1.0,1.0,2.0,27963.0,94.0,4.0,8.0,6828.0,46.0,73500.0,0.0,0.0,5.0,10.0,2973.0,48404.0,27.2,0,0,28.0,44.0,4.0,2.0,0.0,4.0,,4.0,,0.0,8.0,9.0,11.0,12.0,2.0,13.0,14.0,9.0,16.0,0.0,0.0,0.0,5.0,100.0,18.2,0,1,103435.0,47572.0,66500.0,29675.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
148,,,30000,30000,30000.0, 60 months,16.01,729.71,C,C5,Executive Assistant,1 year,RENT,65000.0,Source Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,207xx,MD,28.21,0,Nov-2002,0,64.0,,13,0,19616,53.6,19,w,26500.4,26500.4,7270.42,7270.42,3499.6,3770.82,0.0,0.0,0.0,Feb-2019,729.71,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,62052.0,0.0,3.0,0.0,0.0,33.0,42436.0,77.0,0.0,0.0,10374.0,63.0,36600.0,0.0,0.0,0.0,0.0,4773.0,2048.0,90.1,0,0,82.0,185.0,28.0,28.0,2.0,32.0,,,,0.0,2.0,7.0,3.0,4.0,6.0,10.0,11.0,7.0,13.0,0.0,0.0,0.0,0.0,94.4,66.7,0,0,100166.0,62052.0,20700.0,63566.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
149,,,10000,10000,10000.0, 36 months,10.9,326.92,B,B4,Printer Tech,5 years,MORTGAGE,50000.0,Source Verified,Apr-2018,Current,n,,,credit_card,Credit card refinancing,622xx,IL,31.08,0,Dec-2013,0,,,16,0,10604,49.6,17,w,7540.26,7540.26,3263.14,3263.14,2459.74,803.4,0.0,0.0,0.0,Feb-2019,326.92,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,174592.0,0.0,4.0,1.0,2.0,7.0,17500.0,33.0,0.0,3.0,3696.0,38.0,21400.0,0.0,0.0,0.0,5.0,10912.0,8055.0,47.7,0,0,52.0,47.0,15.0,7.0,1.0,16.0,,15.0,,0.0,7.0,11.0,7.0,7.0,5.0,11.0,11.0,11.0,16.0,0.0,0.0,0.0,1.0,100.0,57.1,0,0,231028.0,28104.0,15400.0,53508.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
150,,,24000,24000,24000.0, 60 months,14.07,559.31,C,C3,OTR Driver,2 years,OWN,60000.0,Source Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,235xx,VA,15.62,0,Apr-1990,0,,,7,0,18663,39.2,9,w,21069.59,21069.59,5574.34,5574.34,2930.41,2643.93,0.0,0.0,0.0,Feb-2019,559.31,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,23105.0,2.0,1.0,1.0,1.0,5.0,4442.0,89.0,1.0,2.0,5269.0,44.0,47600.0,0.0,3.0,0.0,3.0,3301.0,28632.0,25.8,0,0,5.0,336.0,4.0,4.0,0.0,34.0,,,,0.0,3.0,5.0,4.0,5.0,1.0,6.0,8.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,25.0,0,0,52600.0,23105.0,38600.0,5000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
151,,,19200,19200,19200.0, 60 months,9.92,407.19,B,B2,Transportation Supervisor,6 years,MORTGAGE,100000.0,Not Verified,Apr-2018,Current,n,,,credit_card,Credit card refinancing,335xx,FL,14.39,1,Dec-1999,1,9.0,,17,0,14513,28.6,32,w,16888.82,16888.82,3728.2,3728.2,2311.18,1417.02,0.0,0.0,0.0,Feb-2019,407.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,201352.0,1.0,2.0,1.0,2.0,5.0,16817.0,53.0,0.0,3.0,1032.0,38.0,50700.0,4.0,4.0,4.0,5.0,11844.0,4475.0,40.3,0,0,148.0,220.0,16.0,5.0,2.0,16.0,,1.0,,0.0,3.0,8.0,5.0,5.0,14.0,14.0,16.0,8.0,17.0,0.0,0.0,0.0,1.0,93.3,0.0,0,0,274068.0,31330.0,7500.0,31916.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
152,,,10500,10500,10500.0, 36 months,14.07,359.23,C,C3,,,RENT,19260.0,Not Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,347xx,FL,27.17,0,May-2007,0,,97.0,8,1,5955,59.0,19,w,8010.27,8010.27,3584.09,3584.09,2489.73,1094.36,0.0,0.0,0.0,Feb-2019,359.23,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,9662.0,0.0,2.0,0.0,1.0,15.0,3707.0,46.0,0.0,2.0,1931.0,53.0,10100.0,0.0,2.0,1.0,3.0,1208.0,569.0,77.2,0,0,131.0,120.0,13.0,13.0,0.0,77.0,,7.0,,0.0,1.0,4.0,1.0,1.0,10.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,1,0,18237.0,9662.0,2500.0,8137.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
153,,,8000,8000,8000.0, 36 months,13.58,271.8,C,C2,Controller,< 1 year,RENT,85000.0,Not Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,108xx,NY,24.86,0,Apr-2006,0,67.0,,17,0,21934,35.4,43,w,6092.17,6092.17,2751.2,2751.2,1907.83,843.37,0.0,0.0,0.0,Feb-2019,271.8,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,194014.0,0.0,3.0,1.0,3.0,12.0,172080.0,67.0,2.0,2.0,11642.0,49.0,62000.0,1.0,0.0,0.0,5.0,11413.0,34566.0,38.8,0,0,134.0,144.0,10.0,10.0,0.0,10.0,67.0,14.0,67.0,0.0,3.0,3.0,9.0,12.0,17.0,14.0,26.0,3.0,17.0,0.0,0.0,0.0,3.0,88.1,22.2,0,0,243354.0,194014.0,56500.0,181354.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
154,,,14400,14400,14400.0, 60 months,9.92,305.4,B,B2,Childcare ,10+ years,RENT,75000.0,Not Verified,Apr-2018,Current,n,,,small_business,Business,100xx,NY,6.11,0,Sep-2007,1,,,10,0,582,1.4,15,w,12465.52,12465.52,3038.13,3038.13,1934.48,1103.65,0.0,0.0,0.0,Feb-2019,305.4,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,9355.0,1.0,1.0,1.0,1.0,6.0,8773.0,88.0,0.0,1.0,241.0,19.0,40500.0,1.0,0.0,1.0,2.0,936.0,30913.0,1.2,0,0,6.0,127.0,19.0,6.0,0.0,19.0,,6.0,,0.0,2.0,3.0,6.0,9.0,1.0,9.0,14.0,3.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0,0,50500.0,9355.0,31300.0,10000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
155,,,6400,6400,6400.0, 36 months,11.98,212.52,B,B5,Painter,2 years,RENT,75000.0,Source Verified,Apr-2018,Current,n,,,other,Other,968xx,HI,26.42,0,Oct-2008,1,,,10,0,4880,19.8,18,w,4845.15,4845.15,2120.94,2120.94,1554.85,566.09,0.0,0.0,0.0,Feb-2019,212.52,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,55900.0,3.0,6.0,5.0,5.0,2.0,51020.0,76.0,1.0,2.0,1312.0,61.0,24600.0,0.0,8.0,1.0,7.0,5590.0,14658.0,14.3,0,0,55.0,114.0,9.0,2.0,0.0,19.0,,6.0,,0.0,2.0,4.0,2.0,2.0,13.0,4.0,5.0,4.0,10.0,0.0,0.0,0.0,6.0,100.0,0.0,0,0,91650.0,55900.0,17100.0,67050.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
156,,,26000,26000,26000.0, 60 months,21.85,715.88,D,D5,admin,2 years,MORTGAGE,31000.0,Not Verified,Apr-2018,Current,n,,,credit_card,Credit card refinancing,786xx,TX,26.33,1,Feb-2003,0,18.0,,12,0,14287,84.0,21,w,23371.83,23371.83,7330.0,7330.0,2628.17,4666.04,35.79,0.0,0.0,Feb-2019,715.88,Mar-2019,Feb-2019,0,,1,Joint App,96000.0,14.31,Not Verified,0,0.0,241597.0,0.0,1.0,0.0,0.0,36.0,7230.0,48.0,1.0,1.0,4183.0,67.0,17000.0,0.0,3.0,1.0,1.0,24160.0,36.0,99.3,0,0,128.0,181.0,10.0,10.0,2.0,32.0,18.0,10.0,18.0,0.0,2.0,6.0,2.0,4.0,4.0,10.0,15.0,6.0,12.0,0.0,0.0,0.0,1.0,90.5,100.0,0,0,259797.0,21517.0,5400.0,15000.0,31307.0,Jan-2002,0.0,2.0,8.0,98.2,1.0,11.0,0.0,0.0,44.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
157,,,5000,5000,5000.0, 36 months,16.01,175.81,C,C5,Office Manager,10+ years,MORTGAGE,35100.0,Source Verified,Apr-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,770xx,TX,44.79,0,Jun-2005,0,62.0,,9,0,18624,91.3,15,w,0.0,0.0,5259.259868835,5259.26,5000.0,259.26,0.0,0.0,0.0,Aug-2018,4740.72,,Oct-2018,0,,1,Joint App,215100.0,12.51,Source Verified,0,0.0,255257.0,1.0,4.0,2.0,3.0,6.0,39138.0,70.0,0.0,0.0,11491.0,75.0,20400.0,1.0,0.0,0.0,4.0,28362.0,576.0,97.0,0,0,51.0,132.0,31.0,6.0,4.0,31.0,,19.0,,0.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,9.0,0.0,0.0,0.0,2.0,92.9,100.0,0,0,281737.0,57762.0,19200.0,56337.0,24125.0,Jun-2005,0.0,4.0,7.0,96.3,3.0,3.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
158,,,10000,10000,9975.0, 36 months,13.58,339.74,C,C2,Crew Leader,7 years,MORTGAGE,37700.0,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,274xx,NC,19.36,1,Nov-2012,0,9.0,,6,0,4602,81.0,10,f,7361.77,7343.37,3722.05,3712.74,2638.23,1083.82,0.0,0.0,0.0,Feb-2019,339.74,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,21439.0,0.0,1.0,0.0,0.0,28.0,16837.0,81.0,0.0,3.0,1201.0,81.0,5650.0,0.0,0.0,0.0,3.0,3573.0,950.0,82.0,0,0,64.0,34.0,16.0,16.0,0.0,18.0,,22.0,,0.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,,0.0,0.0,0.0,90.0,66.7,0,0,26417.0,21439.0,2850.0,20767.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
159,,,5000,5000,5000.0, 36 months,10.41,162.31,B,B3,Administrative Assistant,6 years,RENT,40000.0,Source Verified,Mar-2018,Fully Paid,n,,,other,Other,112xx,NY,23.88,0,Apr-2003,0,,,11,0,7665,41.9,23,w,0.0,0.0,5250.316094405201,5250.32,5000.0,250.32,0.0,0.0,0.0,Dec-2018,5.46,,Feb-2019,0,,1,Individual,,,,0,1596.0,42649.0,1.0,1.0,0.0,1.0,13.0,34984.0,,2.0,6.0,1711.0,42.0,18300.0,0.0,0.0,1.0,7.0,4739.0,4637.0,41.3,0,0,166.0,179.0,6.0,6.0,0.0,6.0,,9.0,,0.0,2.0,5.0,3.0,6.0,5.0,10.0,18.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,33.3,0,0,57234.0,42649.0,7900.0,38934.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
160,,,10000,10000,10000.0, 36 months,5.31,301.11,A,A1,Tailor,2 years,MORTGAGE,123000.0,Not Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,107xx,NY,23.43,0,Jul-2002,1,,,24,0,3682,5.0,35,w,7111.19,7111.19,3309.26,3309.26,2888.81,420.45,0.0,0.0,0.0,Feb-2019,301.11,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,205315.0,2.0,4.0,1.0,2.0,2.0,60609.0,56.0,1.0,3.0,1999.0,35.0,73200.0,2.0,0.0,4.0,6.0,9333.0,24593.0,8.9,0,0,123.0,188.0,3.0,2.0,2.0,16.0,,1.0,,0.0,2.0,5.0,7.0,8.0,8.0,19.0,25.0,5.0,24.0,0.0,0.0,0.0,3.0,100.0,0.0,0,0,327078.0,64291.0,27000.0,108510.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
161,,,12000,12000,12000.0, 36 months,5.31,361.33,A,A1,Technician,1 year,RENT,56000.0,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,458xx,OH,17.42,0,Feb-2002,0,41.0,,6,0,13276,40.2,19,w,8533.45,8533.45,3971.09,3971.09,3466.55,504.54,0.0,0.0,0.0,Feb-2019,361.33,Mar-2019,Feb-2019,0,41.0,1,Individual,,,,0,756.0,25199.0,0.0,1.0,0.0,0.0,26.0,11923.0,61.0,0.0,2.0,5713.0,48.0,33000.0,1.0,5.0,5.0,2.0,4200.0,11240.0,44.4,0,0,156.0,193.0,15.0,15.0,1.0,128.0,41.0,7.0,41.0,1.0,2.0,4.0,2.0,4.0,6.0,5.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,94.7,0.0,0,0,52528.0,25199.0,20200.0,19528.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
162,,,10000,10000,10000.0, 60 months,16.01,243.24,C,C5,superintendent,10+ years,MORTGAGE,45000.0,Source Verified,Mar-2018,Charged Off,n,,,credit_card,Credit card refinancing,296xx,SC,16.96,0,Jul-1997,0,55.0,,11,0,8053,66.6,21,w,0.0,0.0,1371.1,1371.1,0.0,0.0,0.0,1371.1,246.798,,0.0,,Sep-2018,0,55.0,1,Individual,,,,0,2118.0,17658.0,0.0,2.0,1.0,1.0,8.0,9605.0,50.0,0.0,1.0,2030.0,56.0,12100.0,0.0,2.0,0.0,2.0,1766.0,1127.0,84.3,0,0,191.0,248.0,23.0,8.0,5.0,23.0,,,,1.0,6.0,7.0,7.0,8.0,4.0,9.0,12.0,7.0,11.0,0.0,0.0,0.0,1.0,90.5,83.3,0,0,31309.0,17658.0,7200.0,19209.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
163,,,3000,3000,3000.0, 36 months,9.92,96.69,B,B2,Nursing supervisor,10+ years,MORTGAGE,103000.0,Not Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,773xx,TX,4.11,2,Nov-2005,1,8.0,,14,0,5628,50.3,19,w,2175.7,2175.7,1061.94,1061.94,824.3,237.64,0.0,0.0,0.0,Feb-2019,96.69,Mar-2019,Feb-2019,0,28.0,1,Individual,,,,0,0.0,169688.0,4.0,1.0,0.0,1.0,19.0,4532.0,91.0,5.0,9.0,1689.0,63.0,11200.0,1.0,0.0,3.0,10.0,12121.0,1989.0,63.8,0,0,119.0,37.0,4.0,4.0,4.0,4.0,,5.0,,4.0,4.0,9.0,4.0,4.0,4.0,11.0,11.0,9.0,14.0,0.0,0.0,0.0,5.0,66.7,0.0,0,0,196200.0,10160.0,5500.0,5000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
164,,,16000,16000,16000.0, 36 months,13.58,543.59,C,C2,Adjuster,3 years,RENT,50000.0,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,741xx,OK,20.84,0,Dec-1999,2,35.0,,9,0,13498,54.9,23,w,11778.76,11778.76,6015.71,6015.71,4221.24,1794.47,0.0,0.0,0.0,Feb-2019,543.59,Mar-2019,Feb-2019,0,35.0,1,Individual,,,,0,0.0,35743.0,2.0,1.0,1.0,1.0,8.0,22245.0,90.0,2.0,3.0,7565.0,72.0,24600.0,0.0,1.0,3.0,4.0,3971.0,10067.0,52.1,0,0,187.0,219.0,3.0,3.0,0.0,5.0,,3.0,,2.0,4.0,5.0,5.0,6.0,12.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,3.0,90.9,40.0,0,0,49450.0,35743.0,21000.0,24850.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
165,,,11000,11000,11000.0, 36 months,5.31,331.22,A,A1,Sales Manager,10+ years,MORTGAGE,100000.0,Not Verified,Mar-2018,Charged Off,n,,,credit_card,Credit card refinancing,283xx,NC,22.92,0,Jul-1983,0,,,16,0,46043,37.7,30,w,0.0,0.0,2312.05,2312.05,2004.26,307.79,0.0,0.0,0.0,Oct-2018,331.22,,Oct-2018,0,,1,Individual,,,,0,0.0,210531.0,1.0,1.0,0.0,0.0,34.0,3636.0,12.0,1.0,1.0,8654.0,33.0,122100.0,0.0,0.0,0.0,1.0,13158.0,44374.0,34.0,0,0,177.0,415.0,5.0,5.0,3.0,5.0,,,,0.0,5.0,8.0,7.0,9.0,6.0,14.0,20.0,8.0,16.0,0.0,0.0,0.0,1.0,100.0,0.0,0,0,338100.0,49679.0,67200.0,30000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
166,,,8500,8500,8500.0, 36 months,7.96,266.21,A,A5,rpc,10+ years,OWN,36000.0,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,231xx,VA,25.5,0,Apr-1998,0,,,17,0,8953,24.9,23,w,6113.81,6113.81,2924.55,2924.55,2386.19,538.36,0.0,0.0,0.0,Feb-2019,266.21,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,33071.0,2.0,2.0,0.0,2.0,13.0,24118.0,81.0,4.0,4.0,2109.0,50.0,35900.0,3.0,0.0,0.0,6.0,1945.0,15540.0,26.7,0,0,33.0,239.0,1.0,1.0,1.0,4.0,,13.0,,0.0,5.0,9.0,9.0,11.0,4.0,15.0,18.0,9.0,17.0,0.0,0.0,0.0,4.0,100.0,22.2,0,0,65828.0,33071.0,21200.0,29928.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
167,,,12000,12000,12000.0, 36 months,10.41,389.53,B,B3,Used Car Director,10+ years,MORTGAGE,120000.0,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,932xx,CA,24.79,0,Jun-2007,0,57.0,,8,0,20844,67.5,12,w,8720.48,8720.48,4277.89,4277.89,3279.52,998.37,0.0,0.0,0.0,Feb-2019,389.53,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0.0,155453.0,0.0,1.0,0.0,0.0,26.0,9241.0,37.0,0.0,0.0,8942.0,54.0,30900.0,0.0,0.0,0.0,0.0,19432.0,8185.0,67.9,0,0,111.0,129.0,28.0,26.0,1.0,28.0,,,57.0,0.0,3.0,5.0,3.0,5.0,2.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,91.7,66.7,0,0,266100.0,67873.0,25500.0,25000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
